,proba_m1,proba_m2,bayes_factor,scale1,scale2,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,comparison,group1,group2
ENSG00000235026.6,0.5968,0.4032,0.39214932408683734,2.965942e-05,3.8022066e-05,3.1,2.175233644859813,0.2357142857142857,0.11682242990654206,0.40305723405213234,0.32208654502252065,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000132823.11,0.5966,0.4034,0.3913182385328954,0.0006211322,0.00043167872,65.7,31.864485981308412,0.85,0.7289719626168224,5.299490268086268,3.604896417109849,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000138459.9,0.5964,0.40359999999999996,0.3904872864013932,8.450839e-05,5.5662345e-05,10.007142857142858,6.0233644859813085,0.3357142857142857,0.26401869158878505,0.7026468614821291,0.4784838750836034,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000129521.15,0.5962,0.40380000000000005,0.389656467373394,0.00016640077,0.00014901617,9.207142857142857,8.663551401869158,0.42857142857142855,0.308411214953271,1.281617621521174,0.9499451819954815,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000132376.20,0.5962,0.40380000000000005,0.389656467373394,4.419985e-05,2.7147194e-05,3.6,1.719626168224299,0.25,0.17757009345794392,0.404691981984182,0.20645117440775773,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000254560.6,0.5962,0.40380000000000005,0.389656467373394,4.6834713e-05,5.904937e-05,5.442857142857143,4.7453271028037385,0.30714285714285716,0.20794392523364486,0.5914891430433366,0.5377984621989587,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000155313.16,0.5962,0.40380000000000005,0.389656467373394,6.8680834e-05,6.402007e-05,6.192857142857143,5.02803738317757,0.39285714285714285,0.22429906542056074,0.49212068497443584,0.4632427602392769,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000189223.15,0.596,0.404,0.388825781130248,1.7687398e-05,8.181391e-06,2.1142857142857143,0.5093457943925234,0.15,0.0794392523364486,0.3010226138303254,0.0622137862953502,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000157500.12,0.596,0.404,0.388825781130248,0.00018292358,0.000110100686,13.971428571428572,9.343457943925234,0.4928571428571429,0.37383177570093457,1.2066085353926388,1.1272278782518184,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000170946.15,0.596,0.404,0.388825781130248,3.8471546e-05,4.108587e-05,5.785714285714286,3.4065420560747666,0.29285714285714287,0.19158878504672897,0.5983994518417807,0.42744362316142115,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000233017.3,0.596,0.404,0.388825781130248,4.9749957e-05,2.0857677e-05,4.85,2.866822429906542,0.08571428571428572,0.07009345794392523,0.3246601473144232,0.2698122751451857,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000152422.16,0.596,0.404,0.388825781130248,0.00015396558,0.00014112754,17.564285714285713,12.672897196261681,0.4714285714285714,0.37616822429906543,1.4230504662599388,1.1468781117976674,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000110218.9,0.5958,0.4042,0.3879952273535896,6.6758104e-05,1.2143278e-05,4.692857142857143,0.8714953271028038,0.2857142857142857,0.102803738317757,0.4545843777034226,0.11488992738953903,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000152684.11,0.5958,0.4042,0.3879952273535896,0.00010713558,6.166745e-05,10.464285714285714,5.434579439252336,0.4142857142857143,0.25,0.9056061072892936,0.7306288992600043,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000203865.11,0.5956,0.4044,0.3871648057253376,2.3435176e-05,1.4617136e-05,2.9,1.661214953271028,0.17142857142857143,0.10514018691588785,0.23196320903188733,0.20626020787939225,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000185420.19,0.5954,0.40459999999999996,0.3863345159276944,0.00011061037,7.585237e-05,12.064285714285715,5.855140186915888,0.4928571428571429,0.3014018691588785,1.1631009373240684,0.66116063799549,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000159445.13,0.5954,0.40459999999999996,0.3863345159276944,8.362349e-05,5.8077647e-05,6.9714285714285715,5.203271028037383,0.37142857142857144,0.25934579439252337,0.6389510790051499,0.6874023262862298,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
